,score
4132,87.85
4133,87.95
4134,86.4
4135,84.7
4136,90.5
4137,87.45
4138,85.8
4139,87.45
4140,89.3
4141,85.95
4142,88.1
4143,85.5
4144,97.2
4145,94.25
4146,102.85
4147,111.45
4148,107.5
4149,110.9
4150,116.75
4151,116.6
4152,117.9
4153,120.4
4154,132.0
4155,134.55
4156,130.55
4157,129.6
4158,131.6
4159,131.2
4160,138.85
4161,146.2
4162,149.4
4163,148.2
4164,141.4
4165,142.2
4166,139.2
4167,131.6
4168,130.5
4169,129.3
4170,127.1
4171,130.65
4172,130.15
4173,128.15
4174,120.75
4175,118.9
4176,122.9
4177,120.7
4178,121.15
4179,121.15
4180,114.3
4181,104.9
4182,103.5
4183,103.5
4184,102.4
4185,100.85
4186,100.05
4187,102.05
4188,103.05
4189,102.25
4190,105.6
4191,104.85
4192,105.85
4193,107.65
4194,113.65
4195,113.75
4196,109.75
4197,111.75
4198,110.3
4199,111.3
4200,115.3
4201,116.3
4202,114.5
4203,113.5
4204,109.5
4205,110.05
4206,111.15
4207,110.15
4208,112.15
4209,110.15
4210,106.15
4211,104.0
4212,100.65
4213,97.4
4214,89.35
4215,91.45
4216,102.55
4217,108.15
4218,107.35
4219,105.35
4220,99.25
4221,100.4
4222,99.4
4223,97.4
4224,96.4
4225,97.1
4226,91.8
4227,90.1
4228,84.55
4229,84.4
4230,81.4
4231,79.8
4232,83.55
4233,79.85
4234,81.8
4235,84.3
4236,75.65
4237,68.25
4238,71.4
4239,70.25
4240,71.35
4241,67.45
4242,68.5
4243,72.9
4244,74.7
4245,74.05
4246,78.15
4247,76.05
4248,78.65
4249,78.9
4250,80.75
4251,78.35
4252,76.65
4253,78.65
4254,74.75
4255,69.0
4256,63.55
4257,67.4
4258,63.05
4259,64.4
4260,64.4
4261,65.2
4262,61.15
4263,62.6
4264,61.8
4265,59.75
4266,58.25
4267,62.15
4268,60.1
4269,61.0
4270,65.0
4271,67.7
4272,66.65
4273,69.25
4274,71.7
4275,81.1
4276,83.15
4277,80.15
4278,79.35
4279,81.95
4280,79.95
4281,79.1
4282,83.3
4283,84.0
4284,87.7
4285,90.1
4286,91.4
4287,103.7
4288,112.7
4289,115.95
4290,116.7
4291,116.25
4292,117.25
4293,124.3
4294,126.6
4295,113.35
4296,116.55
4297,115.85
4298,119.85
4299,125.25
4300,130.35
4301,144.3
4302,148.35
4303,148.8
4304,146.65
4305,147.3
4306,145.2
4307,131.3
4308,122.95
4309,116.0
4310,108.4
4311,104.85
4312,101.6
4313,90.9
4314,86.7
4315,87.0
4316,81.75
4317,79.6
4318,75.4
4319,65.7
4320,58.6
4321,43.65
4322,36.7
4323,30.6
4324,29.4
4325,26.85
4326,33.05
4327,34.5
4328,45.75
4329,53.6
4330,68.7
4331,78.25
4332,81.55
4333,95.85
4334,107.45
4335,123.25
4336,140.3
4337,152.0
4338,160.1
4339,171.1
4340,177.4
4341,183.95
4342,187.75
4343,190.2
4344,196.15
4345,204.35
4346,207.45
4347,216.2
4348,218.95
4349,226.7
4350,216.45
4351,211.45
4352,212.2
4353,203.0
4354,192.55
4355,180.75
4356,165.7
4357,158.2
4358,157.5
4359,154.05
4360,161.8
4361,161.1
4362,161.15
4363,159.85
4364,167.8
4365,163.6
4366,158.7
4367,147.45
4368,149.75
4369,146.35
4370,148.7
4371,155.6
4372,158.35
4373,158.45
4374,162.25
4375,162.15
4376,172.65
4377,176.25
4378,178.3
4379,173.45
4380,170.6
4381,179.95
4382,177.8
4383,178.75
4384,169.0
4385,170.9
4386,168.9
4387,172.3
4388,162.65
4389,162.15
4390,165.7
4391,168.35
4392,161.35
4393,160.35
4394,153.85
4395,157.65
4396,152.25
4397,146.45
4398,144.0
4399,146.15
4400,146.4
4401,137.1
4402,140.3
4403,142.7
4404,144.2
4405,142.7
4406,144.6
4407,148.95
4408,150.9
4409,144.95
4410,140.05
4411,139.85
4412,142.5
4413,144.7
4414,148.15
4415,147.3
4416,152.4
4417,157.45
4418,160.4
4419,160.4
4420,162.3
4421,173.35
4422,172.15
4423,169.75
4424,166.75
4425,164.65
4426,160.2
4427,157.45
4428,152.2
4429,159.25
4430,160.25
4431,150.35
4432,152.15
4433,149.15
4434,151.35
4435,152.2
4436,148.0
4437,147.6
4438,154.7
4439,156.35
4440,150.0
4441,139.05
4442,139.25
4443,153.05
4444,154.25
4445,154.2
4446,166.6
4447,162.95
4448,165.35
4449,166.8
4450,166.65
4451,171.7
4452,182.35
4453,191.1
4454,187.45
4455,191.95
4456,193.4
4457,199.25
4458,192.35
4459,194.7
4460,201.65
4461,203.85
4462,211.15
4463,199.45
4464,197.1
4465,199.55
4466,200.65
4467,209.65
4468,209.15
4469,196.75
4470,194.65
4471,190.75
4472,180.9
4473,172.95
4474,176.65
4475,177.1
4476,180.15
4477,176.35
4478,168.75
4479,168.25
4480,170.5
4481,169.85
4482,162.75
4483,169.15
4484,179.05
4485,184.35
4486,182.9
4487,185.2
4488,185.15
4489,187.2
4490,183.8
4491,184.45
4492,181.9
4493,190.4
4494,190.6
4495,194.25
4496,188.25
4497,186.45
4498,198.45
4499,198.45
4500,189.0
4501,194.1
4502,194.75
4503,191.9
4504,196.05
4505,191.25
4506,183.2
4507,175.95
4508,186.65
4509,191.45
4510,199.65
4511,201.4
4512,207.9
4513,197.6
4514,193.95
4515,189.85
4516,189.35
4517,186.8
4518,180.05
4519,182.7
4520,187.85
4521,190.7
4522,191.5
4523,185.6
4524,173.7
4525,171.75
4526,171.05
4527,175.4
4528,165.05
4529,171.75
4530,174.85
4531,174.1
4532,175.2
4533,184.75
4534,195.15
4535,190.3
4536,200.4
4537,207.3
4538,207.1
4539,208.85
4540,209.45
4541,208.25
4542,217.25
4543,218.55
4544,229.35
4545,233.2
4546,234.95
4547,229.9
4548,231.75
4549,219.05
4550,211.05
4551,211.05
4552,205.1
4553,196.4
4554,187.5
4555,195.75
4556,182.05
4557,177.6
4558,174.5
4559,161.45
4560,150.75
4561,136.45
4562,122.1
4563,118.85
4564,103.25
4565,94.85
4566,86.35
4567,80.5
4568,73.65
4569,73.45
4570,69.95
4571,68.15
4572,67.4
4573,80.05
4574,88.5
4575,81.4
4576,86.0
4577,84.0
4578,92.0
4579,95.0
4580,103.2
4581,111.4
4582,115.3
4583,118.35
4584,130.15
4585,142.15
4586,158.05
4587,163.95
4588,168.45
4589,179.45
4590,196.65
4591,204.3
4592,205.35
4593,192.65
4594,189.1
4595,197.05
4596,202.45
4597,206.05
4598,202.15
4599,211.75
4600,211.55
4601,215.6
4602,219.0
4603,224.65
4604,220.3
4605,213.5
4606,202.8
4607,206.65
4608,212.75
4609,203.55
4610,196.15
4611,195.1
4612,196.85
4613,201.45
4614,199.45
4615,188.5
4616,192.85
4617,197.9
4618,201.8
4619,195.2
4620,203.7
4621,208.15
4622,215.2
4623,213.0
4624,216.85
4625,222.95
4626,221.8
4627,221.45
4628,215.1
4629,226.0
4630,233.1
4631,236.55
4632,244.7
4633,244.6
4634,246.95
4635,245.45
4636,245.4
4637,240.55
4638,238.3
4639,245.8
4640,233.15
4641,234.15
4642,230.8
4643,233.0
4644,233.0
4645,233.85
4646,235.7
4647,230.85
4648,236.2
4649,225.35
4650,214.2
4651,208.15
4652,206.5
4653,204.5
4654,195.5
4655,205.8
4656,202.1
4657,209.1
4658,213.75
4659,208.65
4660,213.45
4661,205.0
4662,207.05
4663,205.4
4664,198.95
4665,196.9
4666,206.85
4667,210.85
4668,211.55
4669,214.7
4670,217.75
4671,218.85
4672,213.1
4673,215.05
4674,220.25
4675,212.55
4676,211.55
4677,202.5
4678,200.1
4679,197.3
4680,196.9
4681,204.25
4682,208.0
4683,205.95
4684,212.4
4685,211.2
4686,201.15
4687,201.8
4688,196.95
4689,204.8
4690,204.6
4691,209.0
4692,212.7
4693,219.0
4694,221.5
4695,222.9
4696,216.7
4697,223.15
4698,227.15
4699,229.9
4700,227.15
4701,215.45
4702,213.5
4703,213.45
4704,213.45
4705,220.4
4706,230.95
4707,239.05
4708,245.25
4709,236.4
4710,241.15
4711,240.8
4712,244.05
4713,242.2
4714,250.15
4715,254.35
4716,264.85
4717,263.15
4718,256.85
4719,255.3
4720,262.6
4721,270.9
4722,267.05
4723,266.1
4724,265.4
4725,258.55
4726,254.7
4727,246.25
4728,244.9
4729,246.9
4730,236.4
4731,230.85
4732,229.05
4733,222.15
4734,214.5
4735,210.0
4736,205.95
4737,201.25
4738,198.95
4739,202.95
4740,197.2
4741,192.6
4742,196.5
4743,202.1
4744,198.95
4745,197.55
4746,196.85
4747,192.5
4748,190.6
4749,190.4
4750,194.55
4751,193.55
4752,184.85
4753,191.65
4754,192.45
4755,196.95
4756,196.5
4757,199.3
4758,200.65
4759,195.65
4760,195.85
4761,191.25
4762,182.7
4763,180.0
4764,180.0
4765,185.85
4766,191.8
4767,200.05
4768,198.2
4769,207.85
4770,208.55
4771,211.9
4772,213.1
4773,203.5
4774,198.9
4775,194.15
4776,190.65
4777,191.65
4778,188.5
4779,186.6
4780,182.45
4781,192.4
4782,192.45
4783,186.75
4784,183.55
4785,176.25
4786,165.7
4787,161.2
4788,159.45
4789,149.85
4790,148.8
4791,147.15
4792,156.1
4793,158.35
4794,159.0
4795,160.25
4796,154.95
4797,151.25
4798,152.05
4799,151.15
4800,152.45
4801,145.5
4802,148.25
4803,157.75
4804,157.75
4805,157.65
4806,166.4
4807,160.5
4808,166.0
4809,161.9
4810,160.4
4811,156.4
4812,146.3
4813,147.7
4814,155.8
4815,152.65
4816,161.6
4817,159.8
4818,159.1
4819,163.2
4820,163.35
4821,161.95
4822,156.7
4823,156.7
4824,163.75
4825,162.4
4826,154.5
4827,162.85
4828,155.2
4829,160.25
4830,168.15
4831,178.35
4832,183.7
4833,183.05
4834,173.8
4835,180.8
4836,174.55
4837,176.65
4838,177.85
4839,176.6
4840,188.15
4841,190.65
4842,190.45
4843,188.15
4844,186.0
4845,186.75
4846,183.55
4847,182.55
4848,179.9
4849,185.7
4850,179.95
4851,177.3
4852,172.1
4853,172.1
4854,172.4
4855,172.05
4856,175.0
4857,178.0
4858,183.45
4859,191.0
4860,186.9
4861,187.6
4862,192.5
4863,191.55
4864,186.2
4865,183.2
4866,186.2
4867,186.2
4868,199.95
4869,188.55
4870,191.05
4871,187.5
4872,189.2
4873,187.85
4874,189.65
4875,189.65
4876,188.25
4877,184.85
4878,183.0
4879,181.4
4880,173.4
4881,172.05
4882,166.95
4883,165.5
4884,165.5
4885,170.85
4886,170.8
4887,175.8
4888,164.85
4889,169.45
4890,174.95
4891,174.3
4892,181.9
4893,184.05
4894,190.1
4895,184.6
4896,192.85
4897,192.5
4898,187.7
4899,188.2
4900,191.25
4901,189.4
4902,192.15
4903,196.85
4904,207.35
4905,210.85
4906,217.85
4907,216.65
4908,219.1
4909,222.5
4910,212.4
4911,215.6
4912,208.1
4913,210.3
4914,205.65
4915,214.45
4916,200.95
4917,200.25
4918,201.85
4919,197.95
4920,204.7
4921,217.4
4922,217.65
4923,210.15
4924,200.1
4925,197.2
4926,191.2
4927,185.2
4928,185.35
4929,181.8
4930,181.45
4931,174.4
4932,179.6
4933,185.4
4934,187.0
4935,180.0
4936,185.85
4937,192.9
4938,191.0
4939,193.7
4940,192.15
4941,181.95
4942,179.0
4943,183.8
4944,181.35
4945,174.75
4946,170.95
4947,171.55
4948,169.95
4949,163.5
4950,164.85
4951,166.05
4952,162.4
4953,149.4
4954,147.0
4955,144.2
4956,148.55
4957,139.75
4958,139.05
4959,134.05
4960,126.5
4961,124.0
4962,122.15
4963,112.35
4964,114.35
4965,120.35
4966,124.8
4967,123.4
4968,123.7
4969,128.9
4970,127.9
4971,127.9
4972,123.55
4973,131.55
4974,128.15
4975,127.15
4976,119.95
4977,121.95
4978,121.75
4979,117.45
4980,114.95
4981,120.35
4982,122.15
4983,126.15
4984,127.15
4985,124.15
4986,119.7
4987,124.95
4988,125.65
4989,122.45
4990,119.25
4991,119.25
4992,124.25
4993,117.25
4994,118.25
4995,121.25
4996,121.25
4997,115.25
4998,115.25
4999,126.25
